,AppNumber,ApplicantType,ApprovedMatching,ApprovedOutright,AwardMatching,AwardOutright,BeginGrant,CouncilDate,Discipline,DisciplineCount,Division,EndGrant,InstCity,InstCountry,InstPostalCode,InstState,Institution,OrganizationType,OriginalAmount,Participant,ParticipantCount,PrimaryDiscipline,Program,ProjectDesc,ProjectTitle,Supplement,SupplementAmount,SupplementCount,ToSupport,Unnamed: 0,YearAwarded
49611,FA-36895-01,I,0.0,35000.0,0.0,35000.0,2001-02-01T00:00:00,2000-11-01,{'Name': 'Music History and Criticism'},1,Research Programs,2002-01-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,35000.0,"{'Firstname': 'Adrienne', 'Lastname': 'Block', 'Institution': 'CUNY Research Foundation', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2000-05-01T00:00:00'}",1,Music History and Criticism,Fellowships for University Teachers,{},"Music in New York City, 1863-75: Completing Vera Brodsky Lawrence's STRONG ON MUSIC, 1836-62",,,0,{},1113,2001
49645,FA-37139-02,I,0.0,40000.0,0.0,40000.0,2003-01-01T00:00:00,2001-11-01,{'Name': 'Anthropology'},1,Research Programs,2003-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,40000.0,"{'Firstname': 'Ida', 'Lastname': 'Susser', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2001-05-01T00:00:00'}",1,Anthropology,Fellowships for University Teachers,{},From the Cosmopolitan to the Personal: Cultural Conceptions of Gender and Sexuality in the Battle Against HIV/AIDS,,,0,{},1147,2002
51804,RZ-20894-02,O,30000.0,100000.0,30000.0,98684.0,2002-05-01T00:00:00,2002-03-01,{'Name': 'Music History and Criticism'},1,Research Programs,2006-04-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,130000.0,"{'Firstname': 'Adrienne', 'Lastname': 'Block', 'Institution': 'CUNY Research Foundation', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2001-09-01T00:00:00'}",1,Music History and Criticism,Collaborative Research,{},"Music in Gotham: The New York Scene, 1863-1875",,,0,"To support a two-volume study of musical life in New York City from 1863 to 1875, including a comprehensive database of musical events and source materials as well as interpretive genre-based essays.",3306,2002
51875,PA-50034-03,O,165000.0,375000.0,165000.0,375000.0,2003-07-01T00:00:00,2003-02-01,{'Name': 'Classics'},1,Preservation and Access,2009-06-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,240000.0,"{'Firstname': 'Dee', 'Lastname': 'Clayman', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2002-07-10T00:00:00'}",1,Classics,Preservation/Access Projects,{},Database of Classical Bibliography [DCB],"{'SupplementDate': '2005-03-07T00:00:00', 'OutrightAmount': '200000.0000', 'MatchAmount': '100000.0000'}",300000.0,1,"The addition of 10 volumes to the Database of Classical Bibliography, an electronic resource containing the retrospective volumes of L'Année Philologique, the international bibliography of record for the field of classical studies.",3377,2003
53094,EE-50053-04,O,0.0,200000.0,0.0,200000.0,2004-09-01T00:00:00,2004-02-01,{'Name': 'U.S. History'},1,Education Programs,2007-02-28T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,200000.0,,0,U.S. History,Teaching and Learning Resources and Curriculum Development,{},Young America: Experiences of Youth in U.S. History,,,0,A materials development project to create an online website with teaching resources on children and youth in seven areas of American history.,4596,2004
54011,FT-53556-05,I,0.0,5000.0,0.0,5000.0,2005-06-01T00:00:00,2005-02-01,{'Name': 'Anthropology'},1,Research Programs,2005-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,5000.0,"{'Firstname': 'Vincent', 'Lastname': 'Crapanzano', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2004-10-04T13:15:22.470'}",1,Anthropology,Summer Stipends,{},The Harki in the Algerian War of Independence,,,0,{},5513,2005
54132,RZ-50462-05,O,20000.0,100000.0,20000.0,100000.0,2005-07-01T00:00:00,2005-05-01,{'Name': 'Music History and Criticism'},1,Research Programs,2007-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,120000.0,"{'Firstname': 'Adrienne', 'Lastname': 'Block', 'Institution': 'CUNY Research Foundation', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2004-11-15T13:54:29.760'}",1,Music History and Criticism,Collaborative Research,{},Music In Gotham,,,0,Preparation of a searchable database and a 2-volume history of musical life in New York City between 1862 and 1876. (36 months),5634,2005
54231,EH-50058-05,O,0.0,175491.0,0.0,175491.0,2005-10-01T00:00:00,2005-07-01,"{'Name': 'Political Science, General'}",1,Education Programs,2006-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,170441.0,"{'Firstname': 'John', 'Lastname': 'Wallach', 'Institution': 'CUNY Research Foundation, Hunter College', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2005-03-07T08:31:25.480'}",1,"Political Science, General",Institutes for College and University Teachers,{},Human Rights in Conflict: Interdisciplinary Perspectives,"{'SupplementDate': '2006-03-15T00:00:00', 'OutrightAmount': '5050.0000', 'MatchAmount': '0.0000'}",5050.0,1,A five-week institute for twenty-five college and university teachers on human rights.,5733,2005
54770,PA-51975-06,O,0.0,282260.0,0.0,282260.0,2006-05-01T00:00:00,2006-02-01,{'Name': 'Music History and Criticism'},1,Preservation and Access,2008-02-29T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,282260.0,"{'Firstname': 'Barbara', 'Lastname': 'Mackenzie', 'Institution': 'CUNY Research Foundation', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2005-07-21T09:47:34.370'}",1,Music History and Criticism,Preservation/Access Projects,"RILM Abstracts of Music Literature, the widely used guide to scholarly writings about music, is seeking to expand its scope to include one of the most valuable repositories of music research, one that has been all but inaccessible to researchers: articles published in Festschriften before 1967. Festschriften have always been within RILM’s scope of coverage, which began in 1967. But neither RILM nor any other bibliography comprehensively indexes the contents of these volumes from before then, although they include many significant, groundbreaking studies by scholars who have since been recognized as seminal figures in Western musicology, ethnomusicology, music librarianship, performance practice, and other related fields.",Abstracts of Music Literature: pre-1967 Festschriften,,,0,"The abstracting and indexing of pre-1967 Festschriften in music for inclusion in the series, ""Abstracts of Music Literature.""",6272,2006
55003,EE-50339-06,O,500.0,165000.0,0.0,165000.0,2006-12-01T00:00:00,2006-02-01,{'Name': 'U.S. History'},1,Education Programs,2009-05-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,165500.0,,0,U.S. History,Teaching and Learning Resources and Curriculum Development,{},Picturing United States History: An Online Resource for Teaching with Visual Evidence,,,0,The development of a digital teacher resource on using visual evidence for high school and undergraduate United States history and culture classes.,6505,2006
55588,FA-53633-07,I,0.0,40000.0,0.0,40000.0,2007-01-01T00:00:00,2006-11-01,{'Name': 'American Literature'},1,Research Programs,2007-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,40000.0,"{'Firstname': 'Angus', 'Lastname': 'Fletcher', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2006-05-17T14:16:47.527'}",1,American Literature,Fellowships for University Teachers,{},Coherence and Poetic Truth: The American Example,,,0,{},7090,2007
57856,FA-55042-10,I,0.0,50400.0,0.0,50400.0,2010-07-01T00:00:00,2009-11-01,{'Name': 'Classical Languages'},1,Research Programs,2011-06-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,50400.0,"{'Firstname': 'Dee', 'Lastname': 'Clayman', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2009-05-12T14:13:10.577'}",1,Classical Languages,Fellowships for University Teachers,{},A Biography of Queen Berenike II,,,0,{},33,2010
58135,PW-50513-10,O,0.0,315000.0,0.0,314257.34,2010-05-01T00:00:00,2010-02-01,{'Name': 'Music History and Criticism'},1,Preservation and Access,2013-04-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,315000.0,"{'Firstname': 'John', 'Lastname': 'Graziano', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2009-07-17T08:45:19.720'}",1,Music History and Criticism,Humanities Collections and Reference Resources,"Music in Gotham: The New York Scene, 1862-1875, from Selected Printed Sources, will offer researchers comprehensive information on musical life in New York City, the country's leading musical center during the Civil War and its aftermath. Little such information is available at present. During the 2010-2012 proposed grant, data collected and synthesized by the Music in Gotham staff for the years 1862-1869 will be entered into an open access web-based resource to document the performance and reception of music in the city. The design of the Data Input Module is complete and is fully functional. This proposal requests funding for (1) the inputting of data into the Input Module, (2) the design and development of the Basic Search Interface, and (3) the launching of the website at the Graduate Center/CUNY for access by the scholarly community and other interested researchers.","Music in Gotham: The New York Scene, 1862-1875, from Selected Printed Sources",,,0,"The development of a freely accessible, online reference database documenting New York City musical culture from 1862 to 1869 using an assemblage of period advertisements, articles, and reviews.",312,2010
59557,EH-50259-11,O,0.0,186835.0,0.0,179562.55,2011-10-01T00:00:00,2011-07-01,{'Name': 'U.S. History'},1,Education Programs,2013-06-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,176835.0,,0,U.S. History,Institutes for College and University Teachers,{},The Visual Culture of the American Civil War,"{'SupplementDate': '2012-05-14T00:00:00', 'OutrightAmount': '10000.0000', 'MatchAmount': '0.0000'}",10000.0,1,A two-week institute for thirty college and university faculty members on the visual culture of the American Civil War.,1734,2011
60178,FS-50312-12,O,0.0,157807.0,0.0,141665.45,2012-10-01T00:00:00,2012-07-01,{'Name': 'Renaissance Studies'},1,Education Programs,2013-09-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,157807.0,,0,Renaissance Studies,Seminars for College Teachers,{},Researching Early Modern Manuscripts and Printed Books,,,0,A four-week seminar for sixteen higher education faculty to study the history of manuscript production and bookmaking during the early modern period.,2355,2012
60537,ME-50019-13,O,0.0,359659.0,0.0,359659.0,2013-03-01T00:00:00,2012-11-01,{'Name': 'U.S. History'},1,Education Programs,2016-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,359659.0,,0,U.S. History,Bridging Cultures at Community Colleges,"A cooperative agreement for a two-and-a-half-year faculty and curriculum development project on Latino/a history for forty-two community college faculty and academic administrators in New York, New Jersey, Connecticut, and eastern Pennsylvania. In partnership with Queensborough Community College, the American Social History Project/Center for Media and Learning at the City University of New York Graduate Center (ASHP/CML) organizes a program of sustained study for community college faculty and administrators on the history and cultures of Latino/a communities in the United States leading to the development of curricular materials on these topics. Under the leadership of Pennee Bender and Donna Thompson Ray of ASHP/CML, the project begins with a series of six full-day seminars on Latino/a history from the colonial period to the present. Speakers for the seminar series include Virginia Sánchez Korrol (Brooklyn College, CUNY), Andrés Reséndez (University of California at Davis), Pablo Mitchell (Oberlin College), John Nieto-Phillips (Indiana University), Orlando Hernández (Hostos Community College, CUNY), Cristina Beltrán (New York University), María Josefina Saldaña-Portillo (New York University), Ramona Hernández (City College of New York, CUNY), María Montoya (New York University), and Lisandro Pérez (John Jay College, CUNY). These seminars are supplemented by an online reading discussion series and mentoring from Queensborough faculty members Megan Elias, Aránzazu Borrachero, and Amy Traver; Carlos Hernández and Patricia Mathews-Salazar from Borough of Manhattan Community College, CUNY; and Karen Miller (LaGuardia Community College, CUNY) as participants develop and implement curricular materials. A separate program helps administrators develop strategies to support the project on their campuses. The closing conference features Vicki Ruiz of University of California at Irvine, and provide opportunities for participant teams to present on their progress. Readings are drawn from the works of the project faculty, as well as from historians Samuel Truett, Raúl Ramos, María Cristina Garcia, and Jesse Hoffnung-Garskof; anthropologist Arlene Davila; and sociologist Robert Smith, among others.",Bridging Historias through Latino History and Culture: An NEH Bridging Cultures at Community Colleges Project,,,0,"A cooperative agreement for a two-and-a-half-year faculty and curriculum development project on Latino/a history for thirty-six community college faculty and academic administrators in New York, New Jersey, Connecticut, and Pennsylvania.",2714,2013
60850,EH-50355-13,O,0.0,200000.0,0.0,198690.78,2013-10-01T00:00:00,2013-07-01,{'Name': 'U.S. History'},1,Education Programs,2014-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,200000.0,,0,U.S. History,Institutes for College and University Teachers,{},The Visual Culture of the American Civil War,,,0,A two-week summer institute for thirty college and university faculty on the visual culture of the Civil War.,3027,2013
61237,HD-51895-14,O,0.0,29965.0,0.0,27850.51,2014-07-01T00:00:00,2014-03-01,"{'Name': 'Interdisciplinary Studies, General'}",1,Digital Humanities,2015-12-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,29965.0,,0,"Interdisciplinary Studies, General",Digital Humanities Start-Up Grants,"Peer review among graduate students is stuck in the pre-digital age. This project will pilot a new approach to graduate student writing that maximizes the strengths of both social networks and online writing environments with the intended goal of using interactive technology to re-imagine the contours of graduate education. The proposed Social Paper (SP) tool will be a free, open-source, ready-to-use networked writing environment that allows scholars to disseminate and receive feedback on works-in-progress among colleagues and the public. This online platform will enliven graduate work by using robust feedback mechanisms to generate networked discussion around student writing. In addition, the platform will allow students to keep a working portfolio of all writing and an accessible, dynamic archive of feedback from both peers and professors. The startup phase will culminate with a prototype which will be tested across a number of academic communities.",The Social Paper: DH Start up Level 1,,,0,"Development of a free, open-source online writing tool that would allow scholars, students, and teachers to share and receive feedback on works-in-progress from colleagues and broader audiences.  The tool would be incorporated into the Commons-In-A-Box software platform, and would allow users to keep an online portfolio of their work.",3414,2014
61850,HD-228971-15,O,0.0,59752.0,0.0,59752.0,2015-05-01T00:00:00,2015-03-05,"[{'Name': 'Interdisciplinary Studies, General'}, {'Name': 'Interdisciplinary Studies, Other'}]",2,Digital Humanities,2017-06-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,59752.0,,0,"Interdisciplinary Studies, General",Digital Humanities Start-Up Grants,"DH Box provides an innovative approach to Digital Humanities pedagogy, helping teachers introduce DH tools quickly and effectively. The project increases the speed and ease with which novice users can begin hands-on practice with DH tools and it does so by facilitating interaction with rich datasets from institutions such as the NYPL and the British Library. Because DH Box lowers technical barriers to entry, students in the humanities will be able to bypass set-up and compatibility issues and move more quickly to their own research.",DH Box: A Digital Humanities Laboratory in the Cloud,,,0,"Development of DH Box, a web-based platform that enables researcher and student access to multiple digital humanities tools. The project is designed for institutions and individuals with minimal technical infrastructure or expertise, including community colleges and newcomers to the field.",4027,2015
62094,EH-231105-15,O,0.0,188668.0,0.0,188668.0,2015-10-01T00:00:00,2015-07-09,{'Name': 'U.S. History'},1,Education Programs,2017-06-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,188668.0,,0,U.S. History,Institutes for College and University Teachers,{},The Visual Culture of the American Civil War and Its Aftermath,,,0,A two-week institute for thirty college and university faculty members on the visual culture of the Civil War and Reconstruction.,4271,2015
62920,HD-248648-16,O,0.0,63485.0,0.0,63485.0,2016-05-01T00:00:00,2016-03-03,"{'Name': 'Interdisciplinary Studies, General'}",1,Digital Humanities,2017-04-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,63485.0,"{'Firstname': 'Stephen', 'Lastname': 'Brier', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2015-09-18T10:00:27.697'}",1,"Interdisciplinary Studies, General",Digital Humanities Start-Up Grants,"Although humanities scholars widely use academic databases from publishers such as ProQuest or Gale, knowledge of how proprietary databases work is limited because their structures are dynamic and not transparent. Scholars therefore may not be aware of and cannot account for how database structures affect their interpretations of search results or text. Lack of information is an obstacle to scholarly inquiry because databases shape the questions that can be asked and the arguments that can be made through search interfaces and algorithms. Beyond Citation is a research platform that aggregates information about academic databases so that scholars can understand the significance of the material they glean. By making accessible essential information about the structures and content of databases, Beyond Citation takes an important step in updating the scholarly apparatus to encourage critical thinking about academic databases and their impact on research and scholarship.",Beyond Citation: Critical Thinking About Digital Research,,,0,"Further development of Beyond Citation, a web-based guide to research databases in the humanities. During this phase, the project would result in thematic guides to databases in fields such as art history, history, and literature, as well as a prototype tool for use by research libraries.",5097,2016
62921,HD-248648-16,O,0.0,63485.0,0.0,63485.0,2016-05-01T00:00:00,2016-03-03,"{'Name': 'Interdisciplinary Studies, General'}",1,Digital Humanities,2017-04-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,63485.0,"{'Firstname': 'Stephen', 'Lastname': 'Brier', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2015-09-18T10:00:27.697'}",1,"Interdisciplinary Studies, General",Digital Humanities Start-Up Grants,"Although humanities scholars widely use academic databases from publishers such as ProQuest or Gale, knowledge of how proprietary databases work is limited because their structures are dynamic and not transparent. Scholars therefore may not be aware of and cannot account for how database structures affect their interpretations of search results or text. Lack of information is an obstacle to scholarly inquiry because databases shape the questions that can be asked and the arguments that can be made through search interfaces and algorithms. Beyond Citation is a research platform that aggregates information about academic databases so that scholars can understand the significance of the material they glean. By making accessible essential information about the structures and content of databases, Beyond Citation takes an important step in updating the scholarly apparatus to encourage critical thinking about academic databases and their impact on research and scholarship.",Beyond Citation: Critical Thinking About Digital Research,,,0,"Further development of Beyond Citation, a web-based guide to research databases in the humanities. During this phase, the project would result in thematic guides to databases in fields such as art history, history, and literature, as well as a prototype tool for use by research libraries.",5098,2016
62922,HD-248648-16,O,0.0,63485.0,0.0,63485.0,2016-05-01T00:00:00,2016-03-03,"{'Name': 'Interdisciplinary Studies, General'}",1,Digital Humanities,2017-04-30T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,63485.0,"{'Firstname': 'Stephen', 'Lastname': 'Brier', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2015-09-18T10:00:27.697'}",1,"Interdisciplinary Studies, General",Digital Humanities Start-Up Grants,"Although humanities scholars widely use academic databases from publishers such as ProQuest or Gale, knowledge of how proprietary databases work is limited because their structures are dynamic and not transparent. Scholars therefore may not be aware of and cannot account for how database structures affect their interpretations of search results or text. Lack of information is an obstacle to scholarly inquiry because databases shape the questions that can be asked and the arguments that can be made through search interfaces and algorithms. Beyond Citation is a research platform that aggregates information about academic databases so that scholars can understand the significance of the material they glean. By making accessible essential information about the structures and content of databases, Beyond Citation takes an important step in updating the scholarly apparatus to encourage critical thinking about academic databases and their impact on research and scholarship.",Beyond Citation: Critical Thinking About Digital Research,,,0,"Further development of Beyond Citation, a web-based guide to research databases in the humanities. During this phase, the project would result in thematic guides to databases in fields such as art history, history, and literature, as well as a prototype tool for use by research libraries.",5099,2016
63338,ZA-250622-16,O,25000.0,0.0,25000.0,0.0,2016-08-01T00:00:00,2016-07-14,"{'Name': 'Interdisciplinary Studies, General'}",1,Challenge Grants,2017-07-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,25000.0,"{'Firstname': 'Jennifer', 'Lastname': 'Furlong', 'Institution': 'CUNY Research Foundation, Graduate School and University Center', 'City': 'New York', 'State': 'NY', 'Country': 'USA', 'ParticipantTypeID': 'Project Director', 'ValidFr': '2016-02-11T16:00:24.247'}",1,"Interdisciplinary Studies, General",Next Generation Humanities PhD (Planning),{},The New PhD: A Renaissance of Public Education,,,0,"Planning
activities at the Graduate Center at the City University of New York encompass
three planning themes: 1) ways to integrate multiple career outcomes from the beginning of students' experience in graduate school; 2) collecting and
publicly disseminating data about retention rates and students' post-doctoral
career paths; 3) initiation of partnerships with non-academic
institutions.",5515,2016
63362,HK-250705-16,O,0.0,324502.0,0.0,324502.0,2016-09-01T00:00:00,2016-07-14,"{'Name': 'Interdisciplinary Studies, General'}",1,Digital Humanities,2018-08-31T00:00:00,New York,USA,10016-4309,NY,"CUNY Research Foundation, Graduate School and University Center",Center For Advanced Study/Research Institute,324502.0,,0,"Interdisciplinary Studies, General",Digital Humanities Implementation Grants,{},Learning in the Public Square: An Open Platform for Humanities Education,,,0,"Implementation
of an open-source learning environment, The Commons In A Box OpenLab (CBOX-OL),
that will enable sharing and collaboration across humanities courses, events,
projects and institutions.",5539,2016
